Transaction ID,CPU Time,I/O on Disk,% Read Operations
52810,1.4439,3,9
52811,2.17,3,89
52812,1.5666,3,12
52813,2.0146,3,86
52814,1.9021,3,15
52815,1.8659,3,6
52816,1.7652,3,81
52817,1.795,3,4
52818,1.7244,3,1
52819,1.5798,3,7
52820,1.649,3,5
52821,2.0037,3,11
52822,1.6864,3,15
52823,1.7879,3,90
52824,2.0826,3,2
52825,2.0919,3,84
52826,2.0903,3,100
52827,1.9767,3,82
52828,1.7696,3,87
52829,1.754,3,97
52830,1.9623,3,10
52831,1.7015,3,88
52832,1.704,3,8
52833,1.5755,3,93
52834,1.5708,3,14
52835,1.6606,3,7
52836,1.8,3,12
52837,1.6978,3,13
52838,2.1309,3,10
52839,1.7285,3,18
52840,1.6974,3,89
52841,1.8156,3,20
52842,2.0461,3,8
52843,1.6609,3,12
52844,1.9682,3,84
52845,1.5592,3,81
52846,1.6661,3,8
52847,1.9359,3,91
52848,2.1276,3,93
52849,1.8517,3,87
52850,1.6538,3,3
52851,2.1039,3,15
52852,2.186,3,12
52853,2.0749,3,6
52854,1.9737,3,10
52855,1.8201,3,91
52856,2.0702,3,8
52857,1.4695,3,9
52858,1.9441,3,91
52859,1.9354,3,13
52860,1.9835,3,8
52861,2.003,3,16
52862,2.0642,3,7
52863,2.0571,3,9
52864,1.5711,3,11
52865,1.7468,3,94
52866,1.8833,3,12
52867,1.9668,3,82
52868,1.9479,3,5
52869,2.0832,3,96
52870,1.4088,3,3
52871,1.7235,3,92
52872,1.8631,3,87
52873,1.678,3,18
52874,1.8717,3,87
52875,1.9618,3,11
52876,1.8096,3,7
52877,2.0766,3,91
52878,1.5361,3,18
52879,2.0235,3,91
52880,1.7325,3,86
52881,1.6376,3,15
52882,1.7479,3,95
52883,2.0079,3,13
52884,1.955,3,90
52885,1.8254,3,7
52886,1.8499,3,3
52887,1.7693,3,95
52888,1.6231,3,95
52889,1.8756,2,99
52890,1.6063,3,90
52891,1.6787,3,96
52892,1.7388,3,11
52893,2.0056,3,8
52894,2.0191,3,96
52895,1.6404,3,89
52896,1.7854,3,96
52897,1.7635,3,1
52898,2.0514,3,91
52899,1.6352,3,95
52900,1.8431,3,97
52901,1.6127,3,10
52902,1.3275,3,86
52903,1.9357,3,81
52904,2.0792,3,15
52905,1.7326,3,7
52906,1.7549,3,96
52907,1.9955,3,91
52908,1.8294,3,84
52909,1.8129,3,2
52910,1.8842,3,100
52911,1.4633,3,17
52912,1.8845,3,81
52913,1.7931,3,87
52914,1.7333,3,9
52915,1.5689,3,12
52916,1.8532,3,6
52917,1.4619,3,6
52918,1.8945,3,6
52919,1.6176,3,11
52920,1.8226,3,81
52921,1.9883,3,89
52922,1.5203,3,2
52923,1.9122,3,93
52924,1.6568,3,4
52925,1.6773,3,8
52926,1.5701,3,6
52927,1.8844,3,90
52928,1.862,3,12
52929,2.0864,3,7
52930,1.9888,3,7
52931,1.8665,3,83
52932,1.9298,3,82
52933,1.7951,3,18
52934,1.788,3,4
52935,1.9784,3,17
52936,1.7918,3,92
52937,1.9388,3,13
52938,1.6286,3,10
52939,1.6791,3,15
52940,1.9405,3,15
52941,2.0764,3,94
52942,1.8452,3,86
52943,1.7575,3,87
52944,1.955,3,1
52945,1.8156,3,92
52946,1.5988,3,18
52947,1.6711,3,100
52948,1.8795,3,5
52949,1.6506,3,91
52950,2.043,3,2
52951,1.5759,3,12
52952,1.9071,3,13
52953,1.5649,3,91
52954,1.8281,3,7
52955,1.3452,3,86
52956,1.9969,3,6
52957,1.8892,3,10
52958,1.9188,3,8
52959,1.7099,3,90
52960,1.9532,3,90
52961,1.997,3,95
52962,1.8463,3,95
52963,1.7293,3,83
52964,1.9513,3,11
52965,2.1896,3,3
52966,1.7845,3,8
52967,1.8634,3,84
52968,1.8116,3,4
52969,1.8604,3,13
52970,2.0353,3,92
52971,1.9093,3,7
52972,1.6342,3,98
52973,1.824,3,10
52974,1.6077,3,18
52975,1.7667,3,94
52976,1.797,3,97
52977,1.5636,3,18
52978,1.8544,3,99
52979,1.5505,3,97
52980,1.8604,3,92
52981,1.7334,3,93
52982,2.0924,3,14
52983,1.5473,3,92
52984,2.1376,3,17
52985,1.9509,3,92
52986,1.6609,3,13
52987,1.7929,3,79
52988,1.6036,3,8
52989,1.6639,3,6
52990,1.5351,3,84
52991,1.472,3,84
52992,1.8802,3,94
52993,1.5917,3,10
52994,2.0044,3,86
52995,1.7704,3,14
52996,1.7611,3,90
52997,1.5517,3,13
52998,1.8511,3,90
52999,1.5268,3,8
53000,1.5503,3,98
53001,1.7414,3,8
53002,1.8295,3,16
53003,1.9668,3,92
53004,1.8846,2,11
53005,1.927,3,89
53006,1.7667,3,100
53007,1.8065,3,92
53008,1.778,3,84
53009,1.7534,3,87
53010,1.9664,3,12
53011,1.9596,3,4
53012,1.8948,3,88
53013,2.0863,3,93
53014,1.8027,3,7
53015,1.4679,3,90
53016,1.7997,3,10
53017,1.717,3,14
53018,1.8947,3,14
53019,1.6398,3,12
53020,1.5484,3,9
53021,1.7767,3,9
53022,1.8544,3,9
53023,1.5652,3,9
53024,1.5245,3,6
53025,1.6708,3,12
53026,1.5523,2,17
53027,2.0151,3,8
53028,1.7428,3,99
53029,1.6258,3,91
53030,1.6916,3,99
53031,1.8658,3,13
53032,1.6445,3,93
53033,2.1158,3,92
53034,1.5769,3,91
53035,2.0634,3,93
53036,1.7702,3,14
53037,1.7743,3,8
53038,1.4792,3,6
53039,1.9224,3,87
53040,2.0025,2,88
53041,1.9183,3,89
53042,1.6265,3,14
53043,1.6913,2,0
53044,1.5885,3,17
53045,1.6604,3,9
53046,1.8106,3,10
53047,2.3962,3,13
53048,1.7088,3,86
53049,2.0143,3,94
53050,1.9511,3,10
53051,2.0604,3,99
53052,1.4442,3,5
53053,1.9092,3,17
53054,1.6534,3,13
53055,1.9029,3,96
53056,2.1127,3,12
53057,1.8247,3,83
53058,1.9031,3,20
53059,2.0092,3,13
53060,1.6841,3,93
53061,1.7006,3,20
53062,2.0997,3,91
53063,1.5839,3,2
53064,1.7237,3,96
53065,1.6767,3,90
53066,2.1377,3,3
53067,1.6295,3,13
53068,2.0075,3,7
53069,1.7109,3,100
53070,1.8233,3,8
53071,1.6593,3,24
53072,1.8544,2,99
53073,1.7758,3,10
53074,1.5135,3,11
53075,1.7435,3,8
53076,1.7802,3,89
53077,1.4802,3,95
53078,1.9115,3,8
53079,2.0072,3,8
53080,1.9616,3,95
53081,2.0661,3,11
53082,1.7655,3,100
53083,1.5393,3,15
53084,1.7053,3,94
53085,2.0009,3,17
53086,1.6292,3,13
53087,1.8385,3,7
53088,1.7306,3,89
53089,1.9966,3,82
53090,1.6921,3,11
53091,1.8468,3,11
53092,1.978,3,13
53093,1.6579,3,0
53094,1.5739,3,90
53095,1.8304,3,9
53096,2.3442,3,94
53097,1.8118,3,14
53098,2.071,3,4
53099,1.9576,3,11
53100,1.5788,3,20
53101,2.0289,3,13
53102,1.9193,3,3
53103,1.9815,3,10
53104,1.8547,3,2
53105,1.7085,3,12
53106,1.9725,3,15
53107,1.9319,4,11
53108,1.8287,3,87
53109,1.8661,3,84
53110,1.6416,3,97
53111,2.0822,3,14
53112,2.3849,3,9
53113,1.8697,3,93
53114,2.176,3,20
53115,2.1292,3,5
53116,1.7119,3,100
53117,1.842,3,15
53118,1.9549,3,0
53119,1.9452,3,10
53120,1.8169,3,91
53121,1.7629,3,100
53122,1.7865,3,90
53123,2.054,3,96
53124,1.8773,3,4
53125,1.8037,3,15
53126,2.1197,3,9
53127,1.9159,3,89
53128,1.6747,3,15
53129,1.7251,3,86
53130,1.9023,3,2
53131,1.8211,3,18
53132,2.0786,3,9
53133,1.8164,3,89
53134,1.9716,3,5
53135,1.979,3,14
53136,1.7669,3,87
53137,1.7947,3,10
53138,1.4433,3,7
53139,1.9664,3,91
53140,1.8461,2,99
53141,1.8332,3,12
53142,1.9484,3,6
53143,2.1014,3,7
53144,1.5617,3,8
53145,1.7904,3,92
53146,1.9394,3,12
53147,1.7435,3,87
53148,1.764,3,17
53149,1.8389,3,8
53150,1.8706,3,90
53151,1.7556,3,10
53152,1.8471,3,87
53153,2.1075,3,2
53154,1.7451,3,93
53155,1.6555,2,8
53156,1.8816,3,13
53157,1.6463,3,15
53158,2.0011,3,89
53159,1.7732,3,19
53160,1.7743,3,93
53161,1.8432,3,10
53162,1.8962,3,6
53163,1.7272,3,82
53164,2.105,3,100
53165,1.8268,3,95
53166,1.6869,3,10
53167,1.8078,3,92
53168,2.1162,3,8
53169,2.187,3,90
53170,1.743,3,17
53171,1.7857,3,94
53172,1.8554,3,11
53173,1.689,3,93
53174,2.0651,3,94
53175,2.181,3,91
53176,1.5534,3,91
53177,1.8629,3,11
53178,1.8339,3,11
53179,1.9772,3,84
53180,1.7127,3,95
53181,2.0874,3,9
53182,1.4667,3,84
53183,1.9395,3,10
53184,1.6037,3,84
53185,2.0024,2,10
53186,1.7836,3,13
53187,1.8912,3,8
53188,1.6074,3,81
53189,1.9766,3,82
53190,1.6522,3,17
53191,1.8578,3,87
53192,1.8707,3,87
53193,1.9548,3,96
53194,2.0691,3,6
53195,1.83,3,18
53196,1.4835,3,22
53197,1.8498,3,99
53198,1.4969,3,80
53199,1.6829,3,11
53200,1.6333,2,17
53201,1.6077,3,8
53202,1.8934,3,84
53203,2.1367,3,87
53204,1.8691,3,7
53205,2.0375,3,95
53206,1.8305,3,94
53207,1.8503,3,5
53208,1.8961,3,96
53209,1.6568,3,81
53210,1.7868,3,13
53211,1.9793,3,91
53212,1.5802,3,15
53213,1.8902,3,89
53214,1.8729,3,12
53215,1.9398,3,9
53216,1.6142,3,92
53217,1.8363,3,87
53218,1.7232,3,7
53219,1.9075,3,10
53220,1.7955,3,82
53221,2.2461,3,9
53222,1.8272,3,0
53223,1.935,3,6
53224,2.0565,3,91
53225,1.502,3,94
53226,1.7421,3,86
53227,1.6182,3,91
53228,1.7772,3,17
53229,1.6636,3,10
53230,1.9189,3,90
53231,1.7618,3,7
53232,1.8635,3,8
53233,1.7222,3,10
53234,1.9904,3,12
53235,1.813,3,11
53236,1.929,3,90
53237,1.9607,3,95
53238,1.8696,3,91
53239,1.5299,3,95
53240,2.1987,3,91
53241,1.6413,3,9
53242,1.8334,3,3
53243,1.3609,3,97
53244,1.8818,3,84
53245,1.7749,3,85
53246,1.9758,3,15
53247,2.0916,3,12
53248,1.6518,3,90
53249,1.8237,3,4
53250,1.8883,3,1
53251,1.5216,3,95
53252,1.7841,3,18
53253,1.8353,3,95
53254,1.7031,3,14
53255,1.9346,3,89
53256,1.7378,3,96
53257,1.6932,3,14
53258,2.4704,3,8
53259,1.9449,3,9
53260,1.5223,3,86
53261,1.7303,3,86
53262,1.9563,3,12
53263,1.5636,3,19
53264,1.8846,3,84
53265,1.6615,3,88
53266,1.6567,3,93
53267,1.5443,3,97
53268,1.6823,3,91
53269,1.8138,3,94
53270,1.8171,3,92
53271,1.5501,3,88
53272,1.3953,3,14
53273,2.1334,3,80
53274,2.1551,3,17
53275,1.3406,3,8
53276,1.8057,3,5
53277,1.926,3,18
53278,1.8884,3,83
53279,1.8382,3,9
53280,1.6703,3,85
53281,1.9906,3,92
53282,1.233,3,93
53283,1.579,4,85
53284,1.7852,3,89
53285,1.9891,3,84
53286,1.7737,3,93
53287,1.7071,3,96
53288,1.6762,3,9
53289,1.6798,3,10
53290,1.9544,3,97
53291,1.7933,3,89
53292,1.77,3,5
53293,1.6056,3,13
53294,1.9302,3,8
53295,1.8651,3,11
53296,1.9628,3,92
53297,1.8243,3,94
53298,1.712,3,8
53299,2.1636,3,3
53300,1.7439,3,89
53301,1.763,3,9
53302,1.7359,3,96
53303,1.8818,3,12
53304,1.6533,3,4
53305,2.0952,3,84
53306,1.8564,3,10
53307,1.5666,3,8
53308,1.7524,4,3
53309,2.0155,3,81
53310,1.8309,3,7
53311,1.7971,3,89
53312,1.9123,3,84
53313,1.9245,3,17
53314,1.7707,3,84
53315,1.8124,3,95
53316,1.7629,3,9
53317,1.5707,3,8
53318,1.8313,3,86
53319,1.8114,3,88
53320,2.1149,3,10
53321,1.9124,3,3
53322,1.6068,3,88
53323,2.0581,3,93
53324,1.9271,3,4
53325,1.6045,3,88
53326,2.2145,3,82
53327,1.9155,3,10
53328,1.636,3,4
53329,1.7847,3,94
53330,1.8413,3,11
53331,1.6265,3,13
53332,1.8588,3,92
53333,1.928,3,90
53334,2.0098,3,14
53335,1.9069,3,94
53336,1.6059,3,6
53337,1.792,3,87
53338,1.5234,3,8
53339,1.7982,3,11
53340,1.9788,3,7
53341,2.0143,3,9
53342,1.8166,3,10
53343,1.8322,3,11
53344,1.9476,3,84
53345,1.9522,3,94
53346,1.6666,3,92
53347,1.7862,3,89
53348,1.6696,3,97
53349,1.9111,3,94
53350,2.1585,3,5
53351,1.4883,3,9
53352,1.858,3,2
53353,1.6932,3,10
53354,1.5223,3,90
53355,1.9071,3,95
53356,1.7308,3,12
53357,2.2159,3,7
53358,1.7901,3,82
53359,1.5936,3,15
53360,1.8795,3,93
53361,2.0466,3,84
53362,1.8152,3,13
53363,1.563,3,8
53364,1.8072,3,21
53365,1.7498,3,88
53366,1.784,3,10
53367,1.8092,3,3
53368,1.5379,3,4
53369,2.0025,3,9
53370,1.8105,3,14
53371,1.956,2,84
53372,2.0441,3,8
53373,2.0368,3,84
53374,1.6545,3,9
53375,1.9947,3,91
53376,1.6345,3,80
53377,1.8234,3,2
53378,1.5408,3,12
53379,1.7275,3,11
53380,1.6864,3,88
53381,1.8253,3,87
53382,1.8472,3,90
53383,1.8835,3,15
53384,1.8865,3,12
53385,1.3684,3,87
53386,2.0834,3,10
53387,1.8275,3,98
53388,1.8363,3,9
53389,1.4387,3,89
53390,1.8804,3,10
53391,2.1036,3,93
53392,1.8575,3,91
53393,1.7357,3,11
53394,2.0261,3,6
53395,1.7796,3,11
53396,1.8144,3,2
53397,1.525,3,7
53398,1.8131,3,81
53399,1.7076,3,90
53400,1.7241,3,9
53401,1.8125,3,9
53402,1.8487,3,13
53403,2.0718,3,12
53404,1.8598,3,79
53405,1.7963,3,11
53406,1.7809,3,6
53407,2.1684,3,8
53408,1.4859,3,86
53409,2.1973,3,5
53410,1.7734,3,7
53411,1.3779,3,12
53412,1.9086,3,0
53413,1.9364,3,11
53414,1.3754,3,17
53415,1.5213,3,86
53416,1.5726,3,3
53417,2.1909,3,18
53418,1.7025,3,87
53419,1.9075,3,10
53420,2.0602,3,93
53421,2.0038,3,17
53422,1.7899,3,90
53423,1.7151,3,87
53424,1.6575,3,8
53425,1.7787,3,96
53426,2.1328,3,95
53427,1.6224,3,89
53428,1.8362,3,11
53429,1.7105,3,86
53430,1.6271,3,91
53431,1.7599,3,5
53432,1.7104,3,14
53433,1.9481,3,94
53434,2.0511,3,90
53435,1.6938,3,7
53436,1.8889,3,94
53437,1.5201,3,92
53438,1.7056,3,12
53439,1.6333,3,87
53440,2.1533,3,78
53441,1.5009,2,13
53442,1.8234,3,9
53443,1.7403,3,86
53444,1.9521,3,4
53445,2.2688,3,88
53446,1.6687,3,94
53447,1.9391,3,86
53448,1.7195,3,91
53449,1.8076,3,90
53450,1.7279,3,94
53451,1.2692,3,5
53452,1.663,3,20
53453,1.9244,3,90
53454,2.0979,3,98
53455,2.0787,3,9
53456,1.6003,3,92
53457,1.7688,3,89
53458,2.1686,3,91
53459,1.8559,3,100
53460,1.7886,3,5
53461,1.747,3,9
53462,1.9757,3,6
53463,1.7134,3,80
53464,1.7387,3,92
53465,1.6981,3,12
53466,2.2164,3,95
53467,2.0387,3,7
53468,1.6182,3,94
53469,1.9582,3,88
53470,1.6285,3,15
53471,1.8825,3,7
53472,1.9516,3,16
53473,1.5902,3,99
53474,1.5363,3,11
53475,1.7301,3,10
53476,1.7854,3,88
53477,1.7889,3,13
53478,1.8626,3,6
53479,1.5291,3,85
53480,1.9162,3,84
53481,1.6582,3,91
53482,1.805,3,86
53483,1.9409,3,90
53484,1.5304,3,91
53485,2.1886,3,91
53486,1.418,2,14
53487,1.8292,3,11
53488,1.7876,3,93
53489,1.9404,3,83
53490,1.8906,3,10
53491,1.6629,3,12
53492,1.6274,3,0
53493,1.831,3,4
53494,2.2895,2,87
53495,1.4815,3,86
53496,1.8191,3,87
53497,1.7434,3,9
53498,1.5925,3,14
53499,2.0305,2,8
53500,1.9408,3,100
53501,1.8684,3,13
53502,1.534,3,93
53503,1.6717,3,83
53504,1.8795,3,84
53505,1.6627,3,85
53506,1.5124,3,91
53507,1.9221,3,20
53508,1.5338,3,17
53509,1.6817,3,95
53510,1.7625,2,9
53511,2.08,2,13
53512,2.069,3,8
53513,1.8019,3,0
53514,1.7139,3,81
53515,1.6302,3,95
53516,2.0123,3,93
53517,1.8646,3,10
53518,2.1175,3,9
53519,1.7292,3,12
53520,1.8645,2,82
53521,1.7573,3,13
53522,1.6192,3,2
53523,1.7287,3,4
53524,2.2573,3,89
53525,1.5785,3,11
53526,1.9834,3,86
53527,1.8916,3,92
53528,1.9879,3,3
53529,1.6423,3,13
53530,1.8523,3,86
53531,1.9296,3,92
53532,1.9954,3,22
53533,2.1795,3,14
53534,1.8564,3,87
53535,1.8354,3,96
53536,1.8004,3,8
53537,1.6691,3,17
53538,1.9852,3,100
53539,1.7169,3,93
53540,2.1589,3,97
53541,1.7836,3,98
53542,2.1266,3,7
53543,1.8168,3,84
53544,1.8392,3,96
53545,1.7332,3,10
53546,1.4752,3,4
53547,1.9658,3,86
53548,1.7915,3,9
53549,1.8491,3,18
53550,1.8075,3,95
53551,1.9095,3,19
53552,1.9854,3,13
53553,1.5336,3,88
53554,1.8506,2,0
53555,1.5258,3,85
53556,1.5483,3,16
53557,1.6665,3,80
53558,1.4111,3,94
53559,1.8205,3,90
53560,1.331,3,87
53561,1.8266,3,82
53562,1.9694,2,9
53563,1.7973,3,5
53564,2.0057,3,2
53565,1.8896,3,18
53566,1.6519,3,92
53567,1.83,3,87
53568,1.8739,3,16
53569,1.7478,3,83
53570,1.7182,3,96
53571,1.8545,3,6
53572,1.7953,3,9
53573,1.8769,3,94
53574,1.7663,3,21
53575,2.004,3,5
53576,1.9903,3,82
53577,1.8021,3,9
53578,1.6903,3,17
53579,1.75,3,5
53580,1.7628,3,86
53581,1.5924,3,89
53582,1.9428,3,10
53583,1.7622,2,94
53584,1.6547,3,12
53585,1.8408,3,12
53586,1.728,3,92
53587,1.9373,3,84
53588,2.0684,3,12
53589,1.598,3,95
53590,1.7174,3,19
53591,1.5968,3,14
53592,1.7754,3,93
53593,1.9168,3,13
53594,2.02,3,16
53595,1.3076,3,92
53596,2.2845,3,90
53597,1.5987,3,89
53598,1.5692,3,89
53599,1.5751,3,93
53600,1.8129,3,5
53601,1.685,3,8
53602,1.6391,3,86
53603,1.9879,3,10
53604,1.7307,3,94
53605,1.8211,3,13
53606,1.7569,3,8
53607,1.7605,3,88
53608,1.7731,3,93
53609,1.4801,3,13
53610,1.7032,3,15
53611,1.9458,3,90
53612,1.8507,3,13
53613,2.0185,3,92
53614,1.7343,3,89
53615,2.0006,3,90
53616,1.7129,3,11
53617,1.8731,3,91
53618,2.0058,3,88
53619,1.503,3,89
53620,1.6473,3,14
53621,1.7782,3,7
53622,1.9528,3,15
53623,1.7257,3,93
53624,1.5583,3,96
53625,1.5006,3,16
53626,1.9555,3,7
53627,1.5314,3,89
53628,1.8855,3,95
53629,1.9683,3,90
53630,1.6586,3,9
53631,1.5661,3,91
53632,1.5469,3,8
53633,1.7476,3,98
53634,2.1853,3,3
53635,1.9782,3,8
53636,1.6673,3,84
53637,1.9983,3,89
53638,2.0725,3,17
53639,1.8958,3,93
53640,2.0413,3,92
53641,1.7844,3,10
53642,1.7676,3,17
53643,1.6031,3,86
53644,1.7434,3,80
53645,1.8792,3,95
53646,1.8302,3,15
53647,1.817,3,95
53648,1.7518,3,17
53649,1.7906,3,84
53650,1.7365,3,11
53651,1.7384,3,14
53652,1.8123,2,11
53653,1.4913,3,86
53654,1.8275,3,97
53655,1.7784,3,15
53656,1.7844,3,12
53657,1.9256,3,9
53658,1.5588,3,10
53659,1.7555,4,90
53660,1.8805,3,89
53661,1.5686,3,87
53662,2.3653,3,88
53663,2.0421,3,13
53664,1.7561,3,91
53665,1.8885,3,83
53666,1.424,3,95
53667,1.7536,3,94
53668,1.2988,3,6
53669,2.1039,3,13
53670,2.1427,3,94
53671,1.8767,3,87
53672,1.5121,3,93
53673,1.5284,3,100
53674,2.1663,3,86
53675,1.7601,3,90
53676,1.8944,3,5
53677,1.9159,3,14
53678,1.741,3,5
53679,2.1155,2,80
53680,1.9318,3,0
53681,1.8634,3,74
53682,2.1125,3,17
53683,1.8324,3,11
53684,1.9643,3,14
53685,1.8639,3,95
53686,1.5053,3,12
53687,1.8807,3,84
53688,2.1077,3,99
53689,1.691,3,83
53690,1.8409,3,92
53691,1.8994,3,18
53692,2.2558,3,11
53693,1.5482,3,6
53694,1.9598,3,9
53695,2.156,3,15
53696,1.8249,3,1
53697,1.7507,3,0
53698,1.533,3,11
53699,2.0487,3,98
53700,2.0256,3,0
53701,2.0295,2,92
53702,1.7649,3,97
53703,1.9003,3,93
53704,2.0929,3,18
53705,1.4612,3,85
53706,2.0426,3,8
53707,1.8641,3,97
53708,1.5584,3,85
53709,1.7459,3,14
53710,1.7502,3,8
53711,1.9854,3,16
53712,1.8629,3,96
53713,1.835,3,10
53714,1.8331,3,92
53715,1.6602,3,94
53716,1.8703,3,8
53717,1.3717,3,83
53718,1.7777,3,88
53719,1.7343,3,91
53720,2.0649,3,86
53721,2.0581,3,90
53722,1.8499,3,10
53723,1.9274,3,98
53724,1.6739,3,0
53725,1.9989,3,16
53726,1.6919,3,16
53727,1.8156,3,13
53728,1.5373,3,90
53729,2.0168,3,3
53730,1.6105,3,17
53731,1.4543,3,89
53732,1.9045,3,14
53733,2.1202,3,85
53734,1.4324,3,92
53735,1.4864,3,7
53736,1.6081,3,90
53737,1.7443,3,96
53738,1.8055,3,88
53739,1.688,3,2
53740,1.7423,3,15
53741,1.6048,3,94
53742,1.8803,3,13
53743,1.9723,3,11
53744,1.7074,3,97
53745,1.7919,3,95
53746,1.7744,3,91
53747,1.9246,3,19
53748,2.0291,3,87
53749,1.6398,3,90
53750,1.9055,3,14
53751,1.5925,3,95
53752,1.8147,2,12
53753,1.8115,3,21
53754,1.6542,3,88
53755,1.9519,3,92
53756,1.7281,3,24
53757,1.8757,3,17
53758,1.8541,3,97
53759,1.7866,3,10
53760,1.8747,3,89
53761,2.0955,3,3
53762,2.0697,3,90
53763,2.1328,2,4
53764,1.814,3,11
53765,2.0319,3,92
53766,1.8819,3,96
53767,1.9514,3,82
53768,1.8105,3,11
53769,2.1223,3,84
53770,1.6775,3,86
53771,2.0264,3,10
53772,1.761,3,93
53773,1.9663,3,19
53774,2.1451,2,86
53775,1.9102,3,81
53776,2.0262,3,87
53777,1.7447,3,88
53778,1.519,3,7
53779,1.9786,3,11
53780,1.7658,3,88
53781,1.3523,3,6
53782,2.0735,3,89
53783,1.8896,3,86
53784,1.9338,3,9
53785,1.7889,3,89
53786,1.6992,3,12
53787,1.9308,3,94
53788,1.7407,3,7
53789,1.8559,3,21
53790,1.744,3,85
53791,1.5041,3,100
53792,1.8745,3,91
53793,1.4997,3,87
53794,1.9644,3,8
53795,1.7582,3,11
53796,1.7187,3,91
53797,1.9468,3,8
53798,1.8863,3,12
53799,1.7802,3,85
53800,1.6277,3,97
53801,1.8578,3,13
53802,1.82,3,92
53803,1.5035,3,93
53804,2.0376,3,100
53805,1.4648,3,23
53806,1.7264,3,8
53807,2.4695,3,100
53808,1.3345,3,14
53809,2.0266,3,13
53810,1.7104,3,86
53811,1.5813,3,85
53812,1.7768,3,92
53813,1.7361,3,88
53814,1.6782,3,85
53815,1.5801,3,5
53816,2.0877,3,92
53817,2.0743,3,80
53818,1.5576,3,89
53819,2.0833,3,10
53820,1.7384,3,9
53821,1.8379,3,16
53822,1.6062,3,11
53823,1.9317,3,2
53824,1.8785,3,24
53825,1.616,3,8
53826,1.9463,3,17
53827,1.8492,3,6
53828,1.8919,3,87
53829,1.8257,3,91
53830,1.7592,3,7
53831,1.7179,3,6
53832,1.8197,3,14
53833,1.5419,3,17
53834,1.7095,3,95
53835,2.1668,3,2
53836,1.7168,3,15
53837,1.6502,3,96
53838,2.0417,3,88
53839,1.697,3,11
53840,1.8618,3,95
53841,1.7859,3,88
53842,2.0857,3,90
53843,2.1102,3,87
53844,1.6819,3,88
53845,1.6102,3,96
53846,1.9338,3,86
53847,1.7167,3,11
53848,2.0413,3,92
53849,1.9862,3,90
53850,1.5645,2,15
53851,2.2231,3,19
53852,1.9572,2,5
53853,1.6699,3,93
53854,1.4659,3,15
53855,1.9455,3,85
53856,1.8779,3,12
53857,1.9706,3,91
53858,1.583,3,90
53859,1.8906,3,21
53860,1.4916,3,94
53861,1.7653,3,1
53862,1.5044,3,90
53863,1.9584,3,94
53864,1.2799,3,83
53865,1.8204,3,79
53866,1.8526,3,98
53867,1.887,3,3
53868,1.7867,3,4
53869,1.7349,3,94
53870,1.6792,3,95
53871,1.6418,3,86
53872,2.0115,3,95
53873,1.8659,3,1
53874,1.6685,3,15
53875,1.8705,3,15
53876,1.9021,3,5
53877,1.6013,3,98
53878,1.8294,3,89
53879,1.9238,3,13
53880,1.8371,3,12
53881,1.5815,3,87
53882,1.8672,3,8
53883,1.6286,3,6
53884,1.6042,3,90
53885,1.8751,3,88
53886,1.7874,3,89
53887,1.9544,3,82
53888,2.1748,3,8
53889,1.7045,3,9
53890,1.8694,3,95
53891,1.4193,3,92
53892,1.8194,3,11
53893,2.1442,3,13
53894,1.9073,3,88
53895,1.6902,3,10
53896,2.2942,3,92
53897,1.6226,3,9
53898,2.1033,3,12
53899,1.6286,3,86
53900,1.6678,3,0
53901,1.7031,3,85
53902,2.1872,3,14
53903,2.1428,3,98
53904,1.881,3,84
53905,1.5562,3,92
53906,1.8348,3,90
53907,2.1303,3,91
53908,1.7995,3,89
53909,2.2067,3,92
53910,2.0573,3,95
53911,2.189,3,9
53912,2.0039,3,20
53913,1.886,3,4
53914,1.9889,3,92
53915,2.236,3,90
53916,1.7375,3,16
53917,1.42,3,88
53918,2.0842,3,97
53919,2.0283,3,6
53920,1.8766,3,89
53921,1.7909,3,3
53922,1.9594,3,93
53923,1.6461,3,98
53924,2.0462,3,89
53925,1.6133,3,82
53926,1.5303,3,88
53927,1.8237,3,94
53928,1.6728,3,22
53929,1.9043,3,92
53930,1.8908,3,92
53931,1.8422,3,10
53932,1.9349,3,10
53933,1.4961,3,5
53934,1.9037,3,10
53935,2.1685,3,7
53936,1.9808,3,82
53937,1.4478,3,9
53938,1.6196,3,90
53939,1.8799,3,82
53940,2.0899,3,85
53941,2.0257,3,11
53942,1.7029,3,5
53943,1.998,3,100
53944,2.2062,3,91
53945,2.2055,3,7
53946,1.4724,3,83
53947,1.6382,3,13
53948,2.0827,3,20
53949,1.8148,3,86
53950,1.7035,3,87
53951,1.6478,3,12
53952,1.9063,3,96
53953,1.9052,3,12
53954,1.7774,3,7
53955,1.6004,3,7
53956,1.8637,3,95
53957,1.7,2,89
53958,1.7772,3,10
53959,1.8723,3,15
53960,1.5454,3,8
53961,1.9973,3,10
53962,1.7863,3,23
53963,1.6081,3,85
53964,2.0911,3,17
53965,1.8301,3,11
53966,1.2879,3,14
53967,1.4175,3,5
53968,1.9158,3,3
53969,2.1448,3,91
53970,2.0119,3,2
53971,1.8717,3,94
53972,1.6094,3,90
53973,1.7548,3,85
53974,1.9762,3,89
53975,1.4976,3,12
53976,1.8082,3,6
53977,2.0479,3,5
53978,1.6379,3,91
53979,1.8202,3,6
53980,1.878,3,89
53981,1.7322,3,6
